,header,datetime,text,label
100,Large-scale CO2 removal facility set for Scotland,24-06-21 14:54,A plant that could remove the equivalent to 40 million trees every year is planned for Scotland.,science
101,Island swim to highlight ocean plastic,24-08-21 3:00,Oly Rush is aiming to swim 65 miles (105km) around the Isle of Wight in record time.,science
102,Meteor spotted over English Channel,06-09-21 19:04,"A ""really bright"" meteor is captured by a camera in Jersey on Sunday evening.",science
103,Bronze Age coffin found on golf course to be shown,21-10-21 14:03,,science
104,'Most powerful' tidal-powered turbine switched on,28-07-21 13:44,"The Orbital O2, which is anchored off Orkney, has the capacity to meet the annual power demand of 2,000 homes.",science
105,Covid has 'accelerated' industrial automation,11-08-21 13:46,New technology investments ramp up in Welsh manufacturing - but will it mean fewer workers?,science
106,Thunberg: Scotland not world leader on climate change,31-08-21 14:18,"Speaking ahead of Glasgow's COP26, the activist says no country in the ""global north"" is doing enough.",science
107,Are wildfires getting worse?,11-08-21 22:38,A series of major wildfires across the world has hit the headlines - how do they compare to previous years?,science
108,Video evidence of pine marten population,15-08-21 14:04,,science
109,Remains excavated from beachside burial site,02-07-21 3:13,,science
110,Tyrone village digs deep for local history project,20-08-21 12:34,,science
111,Geronimo the alpaca killed as legal row ends,31-08-21 22:28,A destruction order is carried out on the alpaca that tested positive for bovine TB.,science
112,Does Germany produce double the UK's carbon emissions?,19-08-21 18:42,"MP John Redwood claims that, on carbon emissions, Germany ""puts out twice as much as we do"". Is he right?",science
113,Lemur's birth 'especially significant' for species,05-07-21 20:53,A critically endangered Alaotran gentle lemur is born at the Wild Place Project in Bristol.,science
114,Using plastic waste to help solve sand shortages,19-07-21 6:07,With construction sand in short supply crushed plastic is being used as an alternative.,science
115,Pollution causing river ‘death by a thousand cuts’,13-07-21 13:36,Campaigners say the de-funding of the Environment Agency has meant polluters continue to put 'filth' in rivers.,science
116,"Hydrogen power offers jobs boost, says government",17-08-21 8:08,"Kick-starting a hydrogen industry could attract billions in investment, the UK government says.",science
117,Powerful earthquake hits Mexican coast,08-09-21 20:06,"The magnitude-seven quake struck near Acapulco, and was felt around 370 km away in Mexico City.",science
118,Milk factory blockaded by climate activists,31-08-21 18:45,About 50 Animal Rebellion protesters lock themselves to barricades at the Arla site in Aylesbury.,science
120,UN to reveal landmark climate report findings,09-08-21 13:02,"The report will be a ""massive wake-up call"" to governments to cut emissions, environmental experts say.",science
121,Space station facing irreparable failures - Russia,01-09-21 19:45,"The majority of in-flight systems on the ISS have passed their expiry date, an official warns.",science
122,Weather warning as thunderstorms cause flooding,10-08-21 2:30,Torrential downpours are causing disruption for rail users and difficult driving conditions across Scotland.,science
123,"Sausages, riots and the Northern Ireland Protocol",30-06-21 16:44,,science
124,Thousands of fish dropped from plane,11-07-21 15:11,,science
125,Venezuela searches for survivors of landslides,26-08-21 17:34,Twenty people are confirmed to have died after heavy rains caused landslides in western Venezuela.,science
126,Data should inform police planning says watchdog,30-06-21 3:01,An inspection finds improvements are needed in light of COP26 and continued policing of Covid restrictions.,science
127,Upside-down rhino research wins Ig Nobel Prize,21-10-21 5:21,Who knew? It's actually safer to move a tranquilised rhino by its ankles than on its side or chest.,science
128,Plan for uni eco tech hub at ex-railway units,02-09-21 16:41,Empty units at Swindon Carriageworks could be used as a tech research hub by the University of Bath.,science
130,Giant Extinction Rebellion table dismantled,25-08-21 0:23,"Police took apart the structure on Tuesday morning, as more protests take place in Whitehall.",science
131,Police disruption 'inevitable' from climate summit,25-06-21 1:08,"The COP26 meeting in Glasgow later this year will put an ""exceptional demand"" on the police, a watchdog has warned.",science
132,Fisherman stops farming mussels due to hot weather,11-08-21 18:06,A shellfish farmer says its no longer viable to continue farming mussels due to warmer temperatures.,science
133,The sacred forest for women only,28-06-21 6:10,,science
134,"Giant pandas no longer endangered, China says",09-07-21 11:23,"Their classification was downgraded as the number in the wild has reached 1,800, officials said.",science
135,Call for action over road run-off pollution,10-07-21 16:14,Former Environment Agency expert Jo Bradley has concerns over potentially dangerous road pollution.,science
136,Warning UK climate spending is behind target,12-08-21 7:22,The conservation group WWF says the UK government must keep its promises on climate change.,science
137,Artists recreate iconic British wildlife in straw,05-08-21 18:27,"An owl, fox, hedgehog, mole and other species have gone on display at a safari park.",science
138,Young farmers' club membership halves in pandemic,22-07-21 12:01,"But members are starting to return as Covid rules are relaxed, says the Wales chair.",science
139,Timber find reveals existence of medieval bridge,30-06-21 0:12,Experts believe the timber was part of a castle's defences and could date back to 1200AD.,science
140,Badger tangled up in plastic presumed dead,06-07-21 23:25,The cub was nicknamed Ruff because of the way the plastic looked like a collar around his neck.,science
141,Mourne Mountains fire recovery fund awarded £322k,10-08-21 4:20,"Large parts of the mountains were devastated by fire in April, with damage caused to plants and habitats.",science
142,Who is Geronimo and why did he hit the headlines?,31-08-21 22:33,Geronimo the alpaca was at the centre of a row between his owner and the government.,science
143,Wales 'faces dystopian future without nature',01-07-21 21:02,"Environmental charities say funds to save wildlife are needed ""at a scale never seen before"".",science
144,Swimmers banned from 'oasis' lake by charity,21-07-21 0:03,"Large signs are in place warning people to not enter the water, upsetting outdoor swimming groups.",science
145,Why the world’s largest mangrove forest is sinking,23-07-21 6:00,,science
146,Technology boosts efforts to curb tree loss in Amazon,13-07-21 6:02,Smartphones and satellite data help indigenous people in the Peruvian Amazon to limit deforestation.,science
147,Heavy storm forces hedgehog to swim for it,12-07-21 22:58,,science
148,How do you build a nation of cyclists?,24-07-21 6:01,,science
149,Farm park goat missing and two ewes found dead,24-08-21 20:15,Baby goat Matilda is missing and two sheep were stolen then found dead outside the family farm park.,science
150,Garden waste collections due to resume,09-09-21 13:28,Bristol's mayor says the service that was suspended for 10 weeks is likely to restart next week.,science
151,£2m habitat projects aim to cut carbon emissions,08-07-21 12:12,The Wildlife Trusts says its schemes will aid the fight against climate change and help nature.,science
152,From earrings to tiles – what you can do with plastic waste,24-08-21 6:55,,science
153,‘There is raw sewage going into the river’,03-08-21 4:54,,science
154,Creating a giant Lego dinosaur in 60 seconds,16-07-21 19:44,,science
155,Then and now: The burning issue of wildfires,02-08-21 6:21,Scientists are increasingly concerned climate change is making fires more frequent and more intense.,science
